Date,Open,High,Low,Close,Adj Close,Volume
2018-01-17,46.580002,47.000000,46.549999,46.820000,45.612648,12088100
2018-01-18,46.750000,47.070000,46.610001,46.880001,45.671097,11952900
2018-01-19,46.990002,47.250000,46.869999,47.160000,45.943874,16187400
2018-01-22,47.139999,47.500000,47.090000,47.380001,46.158203,9577400
2018-01-23,47.209999,47.700001,47.130001,47.450001,46.226402,11463700
2018-01-24,47.529999,47.950001,47.480000,47.830002,46.596600,15964500
2018-01-25,47.700001,48.000000,47.700001,47.840000,46.606342,11755000
2018-01-26,47.779999,48.619999,47.740002,48.529999,47.278549,16671200
2018-01-29,48.209999,48.459999,47.580002,47.700001,46.469952,11662600
2018-01-30,47.730000,48.160000,47.400002,47.410000,46.187431,12404800
2018-01-31,47.450001,47.900002,47.369999,47.590000,46.362789,10960100
2018-02-01,47.410000,47.730000,47.110001,47.450001,46.226402,10279400
2018-02-02,47.349998,47.410000,46.630001,46.730000,45.524963,12912300
2018-02-05,46.650002,46.919998,44.410000,44.889999,43.732410,23261500
2018-02-06,43.869999,44.740002,43.439999,44.669998,43.518089,25184300
2018-02-07,44.580002,45.500000,44.279999,44.560001,43.410927,18041600
2018-02-08,44.619999,44.619999,43.070000,43.099998,41.988571,23295300
2018-02-09,43.360001,43.459999,42.189999,43.130001,42.017803,22853100
2018-02-12,43.560001,44.230000,43.369999,43.970001,42.836140,14689000
2018-02-13,43.919998,44.410000,43.689999,44.189999,43.050468,13163200
2018-02-14,44.020000,44.189999,43.630001,44.099998,42.962784,13457900
2018-02-15,44.250000,44.830002,44.119999,44.779999,43.625248,13467300
2018-02-16,45.570000,45.639999,44.720001,44.980000,43.820095,17202300
2018-02-20,44.750000,44.830002,43.939999,43.990002,42.855625,14137300
2018-02-21,44.110001,44.259998,43.330002,43.340000,42.222382,12792900
2018-02-22,43.430000,43.820000,43.220001,43.520000,42.397747,12377800
2018-02-23,43.580002,44.060001,43.419998,44.040001,42.904335,8277200
2018-02-26,44.230000,44.389999,43.810001,44.029999,42.894592,12713300
2018-02-27,44.150002,44.310001,43.619999,43.619999,42.495163,12774400
2018-02-28,43.830002,43.910000,43.220001,43.220001,42.105480,11929400
2018-03-01,43.099998,43.639999,42.820000,43.430000,42.310062,17746800
2018-03-02,43.250000,43.799999,43.240002,43.720001,42.592590,14050100
2018-03-05,43.570000,43.939999,43.500000,43.889999,42.758202,11992700
2018-03-06,43.950001,44.049999,43.590000,43.930000,42.797169,10010500
2018-03-07,43.590000,43.919998,43.470001,43.820000,42.690002,10881700
2018-03-08,43.900002,44.459999,43.799999,44.450001,43.303761,12361100
2018-03-09,44.570000,44.820000,44.389999,44.820000,43.664223,9778600
2018-03-12,44.950001,45.090000,44.330002,44.529999,43.381695,11857700
2018-03-13,44.669998,44.830002,44.400002,44.570000,43.420666,11342100
2018-03-14,44.380001,44.430000,43.730000,43.779999,43.027538,15321200
2018-03-15,43.880001,44.000000,43.549999,43.669998,42.919430,12456700
2018-03-16,43.700001,44.020000,43.450001,43.459999,42.713039,26603300
2018-03-19,43.459999,43.709999,43.180000,43.259998,42.516476,12380300
2018-03-20,43.320000,43.480000,43.009998,43.160000,42.418198,13559800
2018-03-21,43.130001,43.450001,42.790001,43.000000,42.260948,13054000
2018-03-22,42.880001,43.369999,42.700001,42.759998,42.025070,12274100
2018-03-23,42.820000,43.160000,42.290001,42.330002,41.602463,13475200
2018-03-26,42.610001,42.810001,42.250000,42.689999,41.956272,11276100
2018-03-27,42.700001,43.310001,42.529999,42.889999,42.152836,11627000
2018-03-28,43.000000,43.700001,43.000000,43.320000,42.575447,16277400
2018-03-29,43.540001,43.919998,43.290001,43.430000,42.683556,10450500
2018-04-02,43.439999,43.500000,42.470001,42.669998,41.936615,14207900
2018-04-03,42.980000,43.540001,42.840000,43.380001,42.634415,15484600
2018-04-04,43.139999,44.400002,43.110001,44.240002,43.479637,13563300
2018-04-05,44.279999,44.610001,43.939999,44.400002,43.636887,11707800
2018-04-06,44.279999,44.520000,43.709999,43.919998,43.165134,11495100
2018-04-09,44.029999,44.310001,43.779999,43.830002,43.076683,11913400
2018-04-10,44.070000,44.180000,43.720001,43.990002,43.233932,10379500
2018-04-11,43.810001,44.139999,43.759998,43.990002,43.233932,8424300
2018-04-12,44.080002,44.410000,43.950001,44.029999,43.273243,8476400
2018-04-13,44.189999,44.689999,44.139999,44.509998,43.744991,10774200
2018-04-16,44.650002,44.889999,44.400002,44.680000,43.912071,8962100
2018-04-17,44.950001,45.029999,44.650002,44.880001,44.108635,8406400
2018-04-18,44.900002,44.970001,44.330002,44.509998,43.744991,7429000
2018-04-19,44.340000,44.470001,44.020000,44.310001,43.548431,10370400
2018-04-20,44.310001,44.410000,43.580002,43.740002,42.988232,14690700
2018-04-23,43.740002,43.990002,43.560001,43.980000,43.224102,11878500
2018-04-24,43.980000,44.099998,42.730000,43.070000,42.329742,18523900
2018-04-25,42.740002,42.889999,41.910000,42.430000,41.700745,20774700
2018-04-26,42.400002,43.099998,42.259998,42.750000,42.015244,13561000
2018-04-27,42.730000,43.340000,42.709999,43.310001,42.565620,9777900
2018-04-30,43.500000,43.689999,42.970001,43.209999,42.467335,16037700
2018-05-01,42.959999,42.990002,42.180000,42.590000,41.857994,11514200
2018-05-02,42.400002,42.590000,41.939999,42.060001,41.337105,13736400
2018-05-03,42.220001,42.400002,41.520000,41.889999,41.170025,18352200
2018-05-04,41.790001,42.500000,41.770000,42.360001,41.631947,10946200
2018-05-07,42.340000,42.490002,41.959999,42.139999,41.415726,9336000
2018-05-08,41.970001,42.090000,41.689999,41.810001,41.091400,15062200
2018-05-09,41.970001,42.230000,41.669998,41.779999,41.061913,9295200
2018-05-10,41.990002,42.360001,41.939999,42.180000,41.455040,7924200
2018-05-11,42.240002,42.470001,42.040001,42.139999,41.415726,6331900
2018-05-14,42.250000,42.320000,41.900002,42.040001,41.317448,10715500
2018-05-15,41.779999,41.919998,41.450001,41.720001,41.002949,16449700
2018-05-16,41.740002,41.939999,41.540001,41.549999,40.835869,11590500
2018-05-17,42.009998,42.349998,41.869999,42.299999,41.572975,14857400
2018-05-18,42.299999,42.380001,42.080002,42.180000,41.455040,11950200
2018-05-21,42.310001,42.520000,42.270000,42.410000,41.681087,9110200
2018-05-22,42.500000,42.599998,42.209999,42.250000,41.523838,8222900
2018-05-23,42.250000,42.450001,41.930000,42.400002,41.671261,8939500
2018-05-24,42.400002,42.470001,42.189999,42.320000,41.592632,9255900
2018-05-25,42.340000,42.580002,42.200001,42.400002,41.671261,8806500
2018-05-29,42.119999,42.849998,42.099998,42.680000,41.946445,14807400
2018-05-30,42.770000,43.279999,42.700001,43.130001,42.388714,10114200
2018-05-31,43.200001,43.209999,42.680000,43.000000,42.260948,15571300
2018-06-01,43.099998,43.320000,43.040001,43.119999,42.378883,10643800
2018-06-04,43.360001,43.590000,43.290001,43.490002,42.742527,11698700
2018-06-05,43.500000,43.540001,43.099998,43.110001,42.369053,9975900
2018-06-06,43.060001,43.459999,43.040001,43.459999,42.713039,9202900
2018-06-07,43.330002,43.730000,43.330002,43.439999,42.693382,11948100
2018-06-08,43.570000,44.000000,43.560001,43.950001,43.194618,12078800
2018-06-11,43.950001,44.250000,43.889999,44.130001,43.371525,7526100
2018-06-12,44.130001,44.419998,44.080002,44.410000,43.646713,8243300
2018-06-13,44.349998,44.520000,44.150002,44.180000,43.420666,16745000
2018-06-14,43.750000,43.849998,43.520000,43.580002,43.212437,12696200
2018-06-15,43.560001,44.150002,43.450001,44.119999,43.747879,21562500
2018-06-18,43.880001,43.959999,43.400002,43.549999,43.182690,12161900
2018-06-19,43.299999,43.750000,43.200001,43.599998,43.232265,12936400
2018-06-20,43.619999,43.779999,43.230000,43.259998,42.895134,10893700
2018-06-21,43.270000,43.299999,42.959999,43.090000,42.726570,10465200
2018-06-22,43.150002,43.410000,43.080002,43.250000,42.885220,14924400
2018-06-25,43.160000,43.750000,43.160000,43.580002,43.212437,12092400
2018-06-26,43.560001,43.840000,43.279999,43.330002,42.964546,13974700
2018-06-27,43.330002,43.610001,42.990002,43.070000,42.706738,15332600
2018-06-28,43.240002,43.680000,43.169998,43.470001,43.103367,12668900
2018-06-29,43.570000,44.099998,43.310001,43.860001,43.490074,11485600
2018-07-02,43.779999,44.160000,43.580002,43.750000,43.381001,9232500
2018-07-03,44.060001,44.330002,43.990002,43.990002,43.618980,8214300
2018-07-05,44.160000,44.669998,44.130001,44.660000,44.283325,11653000
2018-07-06,44.669998,44.939999,44.580002,44.639999,44.263496,8733900
2018-07-09,44.540001,44.730000,44.340000,44.400002,44.025520,7373100
2018-07-10,44.509998,45.000000,44.500000,44.970001,44.590714,10606100
2018-07-11,44.990002,45.000000,44.639999,44.790001,44.412231,7715600
2018-07-12,44.830002,44.959999,44.490002,44.669998,44.293240,6331600
2018-07-13,44.700001,44.779999,44.470001,44.740002,44.362656,5585900
2018-07-16,44.730000,44.799999,44.529999,44.730000,44.352737,5831400
2018-07-17,44.750000,45.389999,44.680000,45.250000,44.868351,11592200
2018-07-18,45.189999,45.290001,44.840000,45.119999,44.739445,7351600
2018-07-19,44.990002,45.430000,44.919998,45.110001,44.729530,10097500
2018-07-20,45.020000,45.279999,44.900002,45.279999,44.898098,8588400
2018-07-23,45.279999,45.360001,44.770000,44.950001,44.570881,9055700
2018-07-24,44.779999,45.270000,44.610001,45.259998,44.878265,13786100
2018-07-25,46.000000,46.580002,45.750000,46.090000,45.701267,21330600
2018-07-26,46.360001,46.590000,46.200001,46.240002,45.850002,12673100
2018-07-27,46.320000,46.500000,46.060001,46.209999,45.820251,10516900
2018-07-30,46.099998,46.439999,46.049999,46.230000,45.840084,8967900
2018-07-31,46.400002,46.669998,46.310001,46.630001,46.236713,12438800
2018-08-01,46.450001,46.490002,46.169998,46.389999,45.998734,9904100
2018-08-02,46.480000,46.630001,46.180000,46.180000,45.790508,12009700
2018-08-03,46.230000,46.759998,46.139999,46.619999,46.226795,11462800
2018-08-06,46.599998,46.869999,46.549999,46.650002,46.256546,10056100
2018-08-07,46.520000,46.610001,46.130001,46.500000,46.107807,8632900
2018-08-08,46.490002,46.560001,46.119999,46.150002,45.760761,6810000
2018-08-09,46.250000,46.419998,46.080002,46.349998,45.959072,8924100
2018-08-10,46.209999,46.419998,45.970001,46.080002,45.691353,7535400
2018-08-13,46.049999,46.130001,45.700001,45.830002,45.443462,7914100
2018-08-14,45.910000,46.099998,45.869999,45.889999,45.502953,6846100
2018-08-15,45.770000,46.150002,45.650002,46.080002,45.691353,9686400
2018-08-16,46.110001,46.380001,45.970001,46.220001,45.830170,10600700
2018-08-17,46.290001,46.730000,46.240002,46.599998,46.206963,8885700
2018-08-20,46.680000,46.869999,46.590000,46.730000,46.335869,6392000
2018-08-21,46.730000,46.750000,46.209999,46.220001,45.830170,13986300
2018-08-22,46.340000,46.380001,45.919998,45.930000,45.542614,7159100
2018-08-23,45.889999,46.080002,45.689999,45.700001,45.314556,13144900
2018-08-24,45.650002,45.799999,45.580002,45.630001,45.245148,10952900
2018-08-27,46.049999,46.049999,45.560001,45.689999,45.304638,9581200
2018-08-28,45.650002,45.730000,45.279999,45.369999,44.987339,8476800
2018-08-29,45.250000,45.419998,45.220001,45.330002,44.947678,12410900
2018-08-30,45.279999,45.320000,44.889999,44.950001,44.570881,9716500
2018-08-31,45.000000,45.070000,44.389999,44.570000,44.194084,19834100
2018-09-04,44.599998,44.900002,44.509998,44.759998,44.382481,11138500
2018-09-05,44.660000,45.419998,44.660000,45.380001,44.997257,10554900
2018-09-06,45.400002,46.000000,45.299999,45.770000,45.383965,11439400
2018-09-07,45.599998,45.820000,45.279999,45.720001,45.334389,10208100
2018-09-10,45.910000,46.310001,45.799999,46.060001,45.671520,8568900
2018-09-11,46.099998,46.150002,45.880001,46.020000,45.631855,9278300
2018-09-12,46.160000,46.299999,46.020000,46.240002,45.850002,13216400
2018-09-13,46.009998,46.119999,45.709999,45.830002,45.830002,8294800
2018-09-14,45.919998,46.029999,45.610001,45.990002,45.990002,7612900
2018-09-17,46.000000,46.330002,45.910000,46.320000,46.320000,8527300
2018-09-18,46.389999,46.529999,45.930000,45.930000,45.930000,9847400
2018-09-19,46.000000,46.110001,45.869999,45.959999,45.959999,7119000
2018-09-20,46.220001,46.680000,46.150002,46.639999,46.639999,9736700
2018-09-21,46.639999,46.689999,46.380001,46.580002,46.580002,19240300
2018-09-24,46.490002,46.529999,45.840000,46.070000,46.070000,10778900
2018-09-25,46.060001,46.180000,45.610001,45.680000,45.680000,7919100
2018-09-26,45.770000,46.070000,45.570000,45.849998,45.849998,10162600
2018-09-27,45.730000,46.180000,45.680000,46.009998,46.009998,10826900
2018-09-28,46.000000,46.189999,45.970001,46.189999,46.189999,9071900
2018-10-01,46.169998,46.349998,46.049999,46.230000,46.230000,9364700
2018-10-02,46.279999,46.560001,46.060001,46.509998,46.509998,7462700
2018-10-03,46.459999,46.549999,45.799999,45.869999,45.869999,10542300
2018-10-04,45.660000,45.900002,45.430000,45.849998,45.849998,9582300
2018-10-05,45.939999,46.160000,45.689999,45.880001,45.880001,8734100
2018-10-08,45.990002,46.580002,45.970001,46.480000,46.480000,9808100
2018-10-09,46.380001,46.549999,46.220001,46.389999,46.389999,10824500
2018-10-10,46.299999,46.700001,45.669998,45.680000,45.680000,13917000
2018-10-11,45.799999,45.970001,44.500000,44.639999,44.639999,17677900
2018-10-12,44.480000,44.880001,44.250000,44.680000,44.680000,12420100
2018-10-15,44.639999,45.270000,44.590000,44.910000,44.910000,11608500
2018-10-16,45.020000,45.599998,44.860001,45.490002,45.490002,10442500
2018-10-17,45.410000,45.990002,45.360001,45.860001,45.860001,11055800
2018-10-18,45.900002,46.080002,45.459999,45.610001,45.610001,12716900
2018-10-19,45.830002,46.490002,45.830002,46.330002,46.330002,13989200
2018-10-22,46.369999,46.459999,45.810001,45.970001,45.970001,14283600
2018-10-23,45.619999,46.459999,45.450001,46.360001,46.360001,17483900
2018-10-24,46.330002,47.389999,46.240002,46.730000,46.730000,21626000
2018-10-25,46.650002,46.740002,46.119999,46.509998,46.509998,14220200
2018-10-26,46.369999,46.480000,45.430000,45.919998,45.919998,21458000
2018-10-29,46.150002,46.560001,46.049999,46.459999,46.459999,20932200
2018-10-30,46.619999,47.740002,46.040001,47.630001,47.630001,20895400
2018-10-31,47.500000,48.080002,47.220001,47.880001,47.880001,25309400
2018-11-01,47.810001,48.150002,47.299999,47.740002,47.740002,16494500
2018-11-02,47.820000,48.000000,47.439999,48.000000,48.000000,17584900
2018-11-05,48.000000,48.779999,47.919998,48.689999,48.689999,16543500
2018-11-06,48.650002,49.130001,48.599998,49.110001,49.110001,14373400
2018-11-07,49.389999,49.549999,49.029999,49.369999,49.369999,12239700
2018-11-08,49.119999,49.369999,49.099998,49.330002,49.330002,9762800
2018-11-09,49.389999,49.889999,49.360001,49.680000,49.680000,12398100
2018-11-12,49.610001,50.240002,49.540001,49.869999,49.869999,13918300
2018-11-13,49.810001,50.000000,49.580002,49.860001,49.860001,13872900
2018-11-14,49.849998,49.939999,49.590000,49.759998,49.759998,12106800
2018-11-15,49.660000,49.750000,49.270000,49.740002,49.740002,12080100
2018-11-16,49.660000,50.250000,49.630001,50.169998,50.169998,13405800
2018-11-19,50.310001,50.759998,50.250000,50.509998,50.509998,13575800
2018-11-20,50.820000,50.840000,49.209999,49.380001,49.380001,16255300
2018-11-21,49.230000,49.439999,48.590000,48.730000,48.730000,13559200
2018-11-23,48.750000,49.230000,48.549999,49.020000,49.020000,4792500
2018-11-26,49.009998,49.226501,48.689999,48.849998,48.849998,1925777
